省份, 城市, 商圈, 具体位置, 服务
河北省,邯郸市,天津肯德基有限公司邯郸新世纪,中华大街29号新世纪广场-负一层超市手扶梯口,手机点餐
天津市,天津市,天津肯德基有限公司天津工业大学,精武镇宾水道399号天津工业大学东苑回民食堂一楼1号01号,"Wi-Fi,手机点餐"
河北省,邢台市,天津肯德基有限公司邢台南宫信和,复兴路东侧北城街北侧一层001商铺,"店内参观,汽车穿梭店,手机点餐"
河北省,石家庄市,天津肯德基有限公司石家庄天山兴华DT,高新区4号地001商铺兴华超市北侧,手机点餐
河北省,廊坊市,天津肯德基有限公司廊坊银河路远洋DT,丰盛路以东、新源道以南、银河北路以西，商业5号楼1单元1层101号,"景点店,手机点餐"
天津市,天津市,天津远洋未来城餐厅,宜兴埠镇旧村改造4A地块项目三期（7号楼）,手机点餐
河北省,保定市,天津肯德基有限公司保定蠡县,平安路路北京客隆金融汽贸中心一层（东区）18号、19号,手机点餐
河北省,沧州市,天津肯德基有限公司沧州东塑大道,吉林大道沧州明珠新能源材料工业园项目仓库A座一层东1号,手机点餐
河北省,承德市,天津肯德基有限公司承德凤凰国际,高新区冯营子镇学院路凤凰国际一层0314-2051392,手机点餐
河北省,廊坊市,天津肯德基有限公司安平购物中心,安平镇103国道西侧H+超市一层F1-90号商铺,手机点餐
河北省,保定市,天津肯德基有限公司雄安容和,雄安新区容东片区D2组团0021宗地，容德东路与乐安北二街交叉口西北侧，门牌号：乐安北二街19号（1-4层）一层001商铺,手机点餐
天津市,天津市,天津肯德基有限公司天津中海环宇城,解放南路689号中海环宇城B1层B155铺位,手机点餐
天津市,天津市,天津肯德基有限公司和平印象城,南市街和平路119号和平印象城A座1楼17、28、55、56商铺,手机点餐
天津市,天津市,天津肯德基有限公司天津天宇DT,双港镇工业园区天宇荣昌创意园1-底商1、1-底商2、1-底商3一层铺位,手机点餐
河北省,石家庄市,天津肯德基有限公司石家庄西站房,石家庄火车站站内（出发层西北24号检票口楼上右侧）,手机点餐
天津市,天津市,天津肯德基有限公司西青一中心医院餐厅,侯台风景区东南侧新一中心医院一层101号铺位和负二层铺位号B101号,手机点餐
河北省,邯郸市,天津肯德基有限公司峰峰美食林,滏临北大街美食林广场西门肯德基餐厅,"店内参观,手机点餐"
河北省,秦皇岛市,天津肯德基有限公司秦皇岛蔚蓝海岸,蔚蓝海岸小镇中心4#馆一层01号,"精选店,手机点餐"
天津市,天津市,天津肯德基有限公司河南路道达尔DT,河南路101-3号商业用房（即原项目加气站部分）1层,手机点餐
河北省,邢台市,天津肯德基有限公司邢台巨鹿,健康路南侧、西平街东侧商业体一层001商铺,手机点餐
天津市,天津市,天津肯德基有限公司天津师范大学,师范大学朝晖道北侧商业街01号一层铺位,手机点餐
天津市,天津市,天津肯德基有限公司天津大邱庄天街DT ,大邱庄镇天街商业广场路铺位101、102号一层,
内蒙古,呼和浩特市,天津肯德基有限公司白塔机场到达层,白塔国际机场1F到达层东侧,手机点餐
河北省,廊坊市,天津肯德基有限公司金茂览秀城DT,瑞雪道以北、富余道以西、龙盘路以南、汇铭道以东金茂览秀城1层,景点店
河北省,承德市,天津肯德基有限公司双滦元宝街快闪,双塔山元宝山社区鼎盛王朝文化产业园满清文化精品廊S25#楼101号,手机点餐
天津市,天津市,天津肯德基有限公司天津登州路DT,登州路与卫国道交口一层A1号铺位,
河北省,廊坊市,天津肯德基有限公司廊坊临空中心,翔安路以东、天村一街以南、翔升路以西临空中心2001号,景点店
河北省,廊坊市,天津肯德基有限公司廊坊临空中心,翔安路以东、天村一街以南、翔升路以西临空中心2001号,景点店
天津市,天津市,天津肯德基有限公司天津登州路DT,登州路与卫国道交口一层A1号铺位,
河北省,廊坊市,天津肯德基有限公司金茂览秀城DT,瑞雪道以北、富余道以西、龙盘路以南、汇铭道以东金茂览秀城1层,景点店
河北省,承德市,天津肯德基有限公司双滦元宝街快闪,双塔山元宝山社区鼎盛王朝文化产业园满清文化精品廊S25#楼101号,手机点餐
河北省,张家口市,天津肯德基有限公司张家口五一广场,五一大街2区1号楼2号铺一层部分、3号铺一层，2号铺地下一层、3号铺地下一层,
天津市,天津市,天津肯德基有限公司国家会展中心 ,国家会展中心（天津）二期【2】层【B06】号商铺,手机点餐
内蒙古,呼和浩特市,天津肯德基有限公司爱民街中天DT,爱民街呼和春天1号院S1商业楼101，爱民街呼和春天1号院S1商业楼102号一层,手机点餐
河北省,唐山市,天津肯德基有限公司唐山丰润北购,曹雪芹西道北侧、车站路西侧唐山百货大楼集团北方购物广场101号,
河北省,唐山市,天津肯德基有限公司唐山揽月湾快闪,曹妃甸新城揽月湾景区东区沙滩A-001,手机点餐
河北省,唐山市,天津肯德基有限公司玉田北购,电话:6160092 玉田北方购物广场一层(喷泉北行50米),手机点餐
河北省,保定市,天津肯德基有限公司保定十方,建华南路32号惠友购物广场一层A-A-2号商铺,手机点餐
天津市,天津市,天津肯德基有限公司机场安检内二,滨海新区滨海国际机场T2航站楼安检内222登记口旁,
天津市,天津市,天津肯德基有限公司曙光水镇快闪,西堤头镇赵庄子村南曙光水镇内商业区别墅4号的场地,手机点餐
天津市,天津市,天津肯德基有限公司文化街甜品站,古文化街旅游商贸区内大狮子胡同美食坊甜品站1号房屋,"火车站店,手机点餐"
天津市,天津市,天津肯德基有限公司天津一汽丰田食堂快闪,第九大街81号一汽丰田汽车有限公司食堂内,火车站店
河北省,衡水市,天津肯德基有限公司衡水万达广场,"育才南大街699号衡水万达广场1019,1020,1021A号商铺",手机点餐
天津市,天津市,天津肯德基有限公司康万佳顶秀城 DT,望月路与渔阳路交口康万佳商业中心1#楼一层001铺位的一部分和一层002铺位,
内蒙古,鄂尔多斯市,天津肯德基有限公司鄂尔多斯金海路DT,水岸欣城中心公园西物业,汽车穿梭店
天津市,天津市,天津肯德基有限公司天津于家堡,于家堡金蕴道与新华路交口自贸大厦底商铺位（铺位号待甲方确认）,手机点餐
天津市,天津市,天津肯德基有限公司中石油三大街DT餐厅,第三大街以南、锦江街以北、惠中酒店以东、宜必思酒店以西,火车站店
河北省,唐山市,天津肯德基有限公司玉田北购,电话:6160092 玉田北方购物广场一层(喷泉北行50米),手机点餐
内蒙古,呼和浩特市,天津肯德基有限公司呼和浩特万中,大学东街万正广场1、2号裙楼一层1006号铺位总计使用面积为201.35平方米,火车站店
河北省,保定市,天津肯德基有限公司保定上谷大观,朝阳北大街西侧、横滨路南侧汇博·上谷大观A区2号楼一层2-15号、2-16号、2-17-1号,手机点餐
河北省,石家庄市,天津肯德基有限公司石家庄汇鑫广场,"丘头镇丘头村工业大街汇鑫广场一层1F—A12,1F—A13商铺",手机点餐
河北省,唐山市,天津肯德基有限公司玉田商业中心DT,城内旭升北路西侧、伯雍东街北侧玉田国际商业中心项目2#-1号一层101号、102号、103号、104号,
河北省,秦皇岛市,天津肯德基有限公司秦皇岛红旗路DT ,红旗路48号一层001号,景点店
内蒙古,呼和浩特市,天津肯德基有限公司呼和浩特恒泰,恒盛广场AB裙楼一层F1-2铺位总计使用面积为175平方米,手机点餐
河北省,唐山市,天津肯德基有限公司唐山荷花茗苑,复兴路170号一层6号(8071137),手机点餐
内蒙古,巴彦淖尔市,天津肯德基有限公司临河金川,金川大道黄河湾步行街3号楼一层132、134号商铺,
河北省,唐山市,天津肯德基有限公司玉田商业中心DT,城内旭升北路西侧、伯雍东街北侧玉田国际商业中心项目2#-1号一层101号、102号、103号、104号,
河北省,秦皇岛市,天津肯德基有限公司秦皇岛红旗路DT ,红旗路48号一层001号,景点店
天津市,天津市,天津肯德基有限公司天津意风快闪,意风区马可波罗广场东南侧（靠近一宫大门处）,火车站店
天津市,天津市,天津肯德基有限公司曙光水镇快闪,西堤头镇赵庄子村南曙光水镇内商业区别墅4号的场地,手机点餐
天津市,天津市,天津肯德基有限公司文化街甜品站,古文化街旅游商贸区内大狮子胡同美食坊甜品站1号房屋,"火车站店,手机点餐"
天津市,天津市,天津肯德基有限公司机场安检内二,滨海新区滨海国际机场T2航站楼安检内222登记口旁,
内蒙古,呼和浩特市,天津肯德基有限公司爱民街中天DT,爱民街呼和春天1号院S1商业楼101，爱民街呼和春天1号院S1商业楼102号一层,手机点餐
河北省,唐山市,天津肯德基有限公司唐山丰润北购,曹雪芹西道北侧、车站路西侧唐山百货大楼集团北方购物广场101号,
河北省,唐山市,天津肯德基有限公司唐山揽月湾快闪,曹妃甸新城揽月湾景区东区沙滩A-001,手机点餐
内蒙古,呼和浩特市,天津肯德基有限公司呼和浩特敕勒川,恼包村活力奥莱一层F1-20号铺位,手机点餐
河北省,邯郸市,天津肯德基有限公司新园美食林,友谊路1号东方万博园小区3S号楼1单元01号商铺,手机点餐
天津市,天津市,天津肯德基有限公司天津理工大学,李七庄街天津理工大学北部生活区23号楼底商-02,手机点餐
天津市,天津市,天津肯德基有限公司天津惠山道 ,归航路与惠山道交口处西北侧品香苑配套公建1立美商业广场一层1-1号铺位,
内蒙古,呼和浩特市,天津肯德基有限公司呼和浩特金地名峰餐厅,毫沁营北路金地名峰底商,手机点餐
河北省,邯郸市,天津肯德基有限公司邯郸中船汉光DT,中华北大街319号中船汉光创业中心北侧商场2号楼一层B1101、B1102商铺,
内蒙古,呼和浩特市,天津肯德基有限公司呼和浩特妇幼DT,万通路以西、察哈尔大街以北集通凯宸嘉苑4号商业楼一层14-15-16号铺位总计使用面积为174平方米,手机点餐
内蒙古,呼和浩特市,天津肯德基有限公司呼和浩特星河,桃花岛小区南门底商009、010一层铺位总计使用面积为174平方米,火车站店
天津市,天津市,天津肯德基有限公司港西丰收道DT,大港油田港西新城庆丰路交口280号经济适用房项目D-2地块（春阳南里）社区配套服务网点，1层铺位3及铺位4,手机点餐
河北省,廊坊市,天津肯德基有限公司固安国泰路DT,新兴园东方街22号5号楼1层01号总计使用面积为198平方米。,手机点餐
河北省,保定市,天津肯德基有限公司保定十方,建华南路32号惠友购物广场一层A-A-2号商铺,手机点餐
河北省,邢台市,天津肯德基有限公司天一生活广场,中兴西大街518号万隆商业中心1层商业103号商铺,景点店
河北省,石家庄市,天津肯德基有限公司正定砂之船,新区奥体街以东、河阳路以北砂之船奥莱一层B-1-14、B-1-15商铺,手机点餐
内蒙古,呼和浩特市,天津肯德基有限公司呼和浩特金地名峰餐厅,毫沁营北路金地名峰底商,手机点餐
河北省,石家庄市,天津肯德基有限公司石家庄北国汇新城,北国汇新城一层A106商铺,火车站店
内蒙古,呼和浩特市,天津肯德基有限公司呼和浩特学鲤DT,巴彦镇大学城学鲤高职园区18号楼一层2铺、3铺,手机点餐
天津市,天津市,天津肯德基有限公司北科大天津学院,珠江北环东路1号北京科技大学天津学院商业街22号商铺一层及23号商铺一层,手机点餐
河北省,廊坊市,天津肯德基有限公司燕郊尚京广场,学院大街南侧、燕昌路东侧尚京广场S5-2-101商铺,手机点餐
河北省,保定市,天津肯德基有限公司高碑悦百汇,世纪大街南侧天阔商业（悦百汇购物广场）一层101号,手机点餐
内蒙古,包头市,天津肯德基有限公司包头印象城,清源道与青山路交叉口西南角/街（路）商场一层第1018A 号,景点店
河北省,邢台市,天津肯德基有限公司天一生活广场,中兴西大街518号万隆商业中心1层商业103号商铺,景点店
河北省,石家庄市,天津肯德基有限公司正定砂之船,新区奥体街以东、河阳路以北砂之船奥莱一层B-1-14、B-1-15商铺,手机点餐
天津市,天津市,天津肯德基有限公司康万佳顶秀城 DT,望月路与渔阳路交口康万佳商业中心1#楼一层001铺位的一部分和一层002铺位,
河北省,石家庄市,天津肯德基有限公司石家庄东站房,东站房肯德基（出发层东北角2B，3B检票口上方）,"店内参观,手机点餐"
河北省,邯郸市,天津肯德基有限公司邯郸大名宣和,平安大街东侧大名府路北名城首府三期商业8-1-104铺、8-1-105铺、8-1-106商铺,手机点餐
河北省,张家口市,天津肯德基有限公司张家口五一广场,五一大街2区1号楼2号铺一层部分、3号铺一层，2号铺地下一层、3号铺地下一层,
内蒙古,呼和浩特市,天津肯德基有限公司呼和浩特恒泰,恒盛广场AB裙楼一层F1-2铺位总计使用面积为175平方米,手机点餐
河北省,唐山市,天津肯德基有限公司唐山荷花茗苑,复兴路170号一层6号(8071137),手机点餐
天津市,天津市,天津肯德基有限公司北科大天津学院,珠江北环东路1号北京科技大学天津学院商业街22号商铺一层及23号商铺一层,手机点餐
河北省,廊坊市,天津肯德基有限公司燕郊尚京广场,学院大街南侧、燕昌路东侧尚京广场S5-2-101商铺,手机点餐
河北省,石家庄市,天津肯德基有限公司石家庄北国汇新城,北国汇新城一层A106商铺,火车站店
天津市,天津市,天津肯德基有限公司国家会展中心 ,国家会展中心（天津）二期【2】层【B06】号商铺,手机点餐
天津市,天津市,天津肯德基有限公司天津一汽丰田食堂快闪,第九大街81号一汽丰田汽车有限公司食堂内,火车站店
河北省,邯郸市,天津肯德基有限公司邯郸中船汉光DT,中华北大街319号中船汉光创业中心北侧商场2号楼一层B1101、B1102商铺,
内蒙古,呼和浩特市,天津肯德基有限公司呼和浩特妇幼DT,万通路以西、察哈尔大街以北集通凯宸嘉苑4号商业楼一层14-15-16号铺位总计使用面积为174平方米,手机点餐
内蒙古,呼和浩特市,天津肯德基有限公司呼和浩特星河,桃花岛小区南门底商009、010一层铺位总计使用面积为174平方米,火车站店
天津市,天津市,天津肯德基有限公司中石油三大街DT餐厅,第三大街以南、锦江街以北、惠中酒店以东、宜必思酒店以西,火车站店
天津市,天津市,天津肯德基有限公司天津意风快闪,意风区马可波罗广场东南侧（靠近一宫大门处）,火车站店
天津市,天津市,天津肯德基有限公司港西丰收道DT,大港油田港西新城庆丰路交口280号经济适用房项目D-2地块（春阳南里）社区配套服务网点，1层铺位3及铺位4,手机点餐
河北省,廊坊市,天津肯德基有限公司固安国泰路DT,新兴园东方街22号5号楼1层01号总计使用面积为198平方米。,手机点餐
内蒙古,包头市,天津肯德基有限公司包头印象城,清源道与青山路交叉口西南角/街（路）商场一层第1018A 号,景点店
河北省,保定市,天津肯德基有限公司高碑悦百汇,世纪大街南侧天阔商业（悦百汇购物广场）一层101号,手机点餐
内蒙古,呼和浩特市,天津肯德基有限公司呼和浩特敕勒川,恼包村活力奥莱一层F1-20号铺位,手机点餐
河北省,邯郸市,天津肯德基有限公司新园美食林,友谊路1号东方万博园小区3S号楼1单元01号商铺,手机点餐
天津市,天津市,天津肯德基有限公司天津理工大学,李七庄街天津理工大学北部生活区23号楼底商-02,手机点餐
天津市,天津市,天津肯德基有限公司天津惠山道 ,归航路与惠山道交口处西北侧品香苑配套公建1立美商业广场一层1-1号铺位,
内蒙古,鄂尔多斯市,天津肯德基有限公司鄂尔多斯金海路DT,水岸欣城中心公园西物业,汽车穿梭店
天津市,天津市,天津肯德基有限公司天津于家堡,于家堡金蕴道与新华路交口自贸大厦底商铺位（铺位号待甲方确认）,手机点餐
内蒙古,呼和浩特市,天津肯德基有限公司呼和浩特学鲤DT,巴彦镇大学城学鲤高职园区18号楼一层2铺、3铺,手机点餐
河北省,石家庄市,天津肯德基有限公司石家庄东站房,东站房肯德基（出发层东北角2B，3B检票口上方）,"店内参观,手机点餐"
内蒙古,呼和浩特市,天津肯德基有限公司呼和浩特万中,大学东街万正广场1、2号裙楼一层1006号铺位总计使用面积为201.35平方米,火车站店
河北省,保定市,天津肯德基有限公司保定上谷大观,朝阳北大街西侧、横滨路南侧汇博·上谷大观A区2号楼一层2-15号、2-16号、2-17-1号,手机点餐
河北省,石家庄市,天津肯德基有限公司石家庄汇鑫广场,"丘头镇丘头村工业大街汇鑫广场一层1F—A12,1F—A13商铺",手机点餐
内蒙古,巴彦淖尔市,天津肯德基有限公司临河金川,金川大道黄河湾步行街3号楼一层132、134号商铺,
河北省,衡水市,天津肯德基有限公司衡水万达广场,"育才南大街699号衡水万达广场1019,1020,1021A号商铺",手机点餐
河北省,邯郸市,天津肯德基有限公司邯郸大名宣和,平安大街东侧大名府路北名城首府三期商业8-1-104铺、8-1-105铺、8-1-106商铺,手机点餐
辽宁省,大连市,大连北站,大连北站(南关岭火车站)二楼商业夹层,礼品卡
辽宁省,大连市,大连中山,中山路261号,"24小时,礼品卡"
辽宁省,大连市,周水子,大连机场一楼一号南航到达口,"Wi-Fi,点唱机,礼品卡"
辽宁省,大连市,金石,大连丹枫路1-1号,"Wi-Fi,礼品卡"
辽宁省,大连市,数码广场,大连高新技术产业园区数码路北段30号,"24小时,Wi-Fi,点唱机,礼品卡"
辽宁省,大连市,大连山东路餐厅,千山路28号,"Wi-Fi,点唱机"
辽宁省,大连市,恒隆,五四路66号大连恒隆广场4层404B,Wi-Fi
辽宁省,大连市,大连金三角餐厅,松江路2号,点唱机
天津市,天津市,滨海新区大连东道餐厅,滨海新区自贸试验区（中心商务区）旭升路347号滨海新区文化中心,Wi-Fi
贵州省,遵义市,大连路,汇川区大连路遵义时代天街项目H栋1层,"Wi-Fi,点唱机"
上海市,上海市,大连路,虹口区大连路555号一层1F-01及B1F-01,"Wi-Fi,点唱机"
天津市,天津市,大连东道甜品989,层南区演艺中心对面环廊处多经点位天津自贸试验区（中心商务区）旭升路347号滨海文化中心（一期）文化长廊二,
辽宁省,大连市,学府,大连大学斜对面金凯隆购物广场一楼,"Wi-Fi,点唱机,店内参观"
江西省,景德镇市,嘉里,大连路1666号赣东北商贸城A2-14路嘉里中心一层,"Wi-Fi,点唱机"
辽宁省,大连市,大连金地,甘井子区大连湾街道金地檀境艺学南园78号,Wi-Fi
辽宁省,大连市,高新万达,高新区黄浦路502号大连苏宁易购广场1F北门,"Wi-Fi,点唱机"
辽宁省,大连市,大连凯丹广场,长江东路80号凯丹广场1层F1-02 B-04,
辽宁省,大连市,大连凯丹广场,长江东路80号凯丹广场1层F1-02 B-04,
辽宁省,大连市,大连北站南1F,华北路666号大连北站南一楼,
辽宁省,大连市,大连北站南1F,华北路666号大连北站南一楼,
辽宁省,大连市,大连九州饭,胜利广场18号,
辽宁省,大连市,罗斯福外卖点,西安路139号大连罗斯福广场B1 层 B1121 号商铺,"Wi-Fi,点唱机"
辽宁省,大连市,罗斯福外卖点,西安路139号大连罗斯福广场B1 层 B1121 号商铺,"Wi-Fi,点唱机"
辽宁省,大连市,大连联合路DT,联合路185-1号1层南侧,
辽宁省,大连市,大连联合路DT,联合路185-1号1层南侧,
辽宁省,大连市,大连辰熙,中山路688号1层,"Wi-Fi,手机点餐"
辽宁省,大连市,大连科技学院,旅顺经济开发区海霞街10号一层,"24小时,手机点餐"
辽宁省,大连市,大连科技学院,旅顺经济开发区海霞街10号一层,"24小时,手机点餐"
辽宁省,大连市,大连辰熙,中山路688号1层,"Wi-Fi,手机点餐"
辽宁省,大连市,大连肯德基有限公司大连百合山庄 Smini,凌水路338号1层,手机点餐
辽宁省,大连市,大连肯德基有限公司大连百合山庄 Smini,凌水路338号1层,手机点餐
辽宁省,大连市,大连肯德基有限公司华南广场,山东路350号华南万象汇B117号商铺,手机点餐
辽宁省,大连市,大连肯德基有限公司华南广场,山东路350号华南万象汇B117号商铺,手机点餐
辽宁省,大连市,大连肯德基有限公司大连龙王塘,高新园区百顺园23-8号,手机点餐
辽宁省,大连市,大连肯德基有限公司大连招商花园城,"岭西路北、山东路西侧A2区，G层G1014,G1013B铺位",
辽宁省,大连市,大连肯德基有限公司大连理工,软件园路80号科技大厦B座1一层,手机点餐
辽宁省,大连市,大连肯德基有限公司星光金地,和瑞园42-2和42-3号,
辽宁省,大连市,大连肯德基有限公司旅顺开发区兴发路,兴发路216-20号1层,"点唱机,手机点餐"
辽宁省,大连市,大连肯德基有限公司普临外卖点,皮口街道新海街162号,手机点餐
辽宁省,大连市,大连肯德基有限公司普临外卖点,皮口街道新海街162号,手机点餐
安徽省,合肥市,百胜餐饮（安徽）有限公司园博园,包河大道与大连路交口西南角园博小镇1期航站楼组团一层101号,手机点餐
辽宁省,大连市,大连肯德基有限公司国会咖啡肩并肩,港湾街一号公建用现肯德基实际经营位置,火车站店
辽宁省,大连市,大连肯德基有限公司星海圣亚KCOFFEE,星海圣亚海洋世界商业街区,手机点餐
辽宁省,大连市,大连肯德基有限公司星海圣亚KCOFFEE,星海圣亚海洋世界商业街区,手机点餐
辽宁省,大连市,大连肯德基有限公司新生路,新生路万客园2号,手机点餐
辽宁省,大连市,大连肯德基有限公司五一咖啡肩并肩,先进街道五一路366-1号,火车站店
辽宁省,大连市,大连肯德基有限公司新生路,新生路万客园2号,手机点餐
安徽省,合肥市,百胜餐饮（安徽）有限公司园博园,包河大道与大连路交口西南角园博小镇1期航站楼组团一层101号,手机点餐
辽宁省,大连市,大连肯德基有限公司大连长兴岛,景翠路77号75-17公建1层肯德基,手机点餐
辽宁省,大连市,大连肯德基有限公司五一咖啡肩并肩,先进街道五一路366-1号,火车站店
辽宁省,大连市,大连肯德基有限公司大连长兴岛,景翠路77号75-17公建1层肯德基,手机点餐
辽宁省,大连市,大连肯德基有限公司国会咖啡肩并肩,港湾街一号公建用现肯德基实际经营位置,火车站店
山东省,威海市,青岛肯德基有限公司威海高区九龙汇,大连路155号威海高区九龙汇一层L119号铺位,手机点餐
山东省,威海市,青岛肯德基有限公司威海高区九龙汇,大连路155号威海高区九龙汇一层L119号铺位,手机点餐
北京市,北京市,京通新城,朝阳路杨闸环岛西北京通苑30号楼一层南侧,"24小时,Wi-Fi,点唱机,店内参观,礼品卡"
北京市,北京市,黄寺大街,黄寺大街15号北京城乡黄寺商厦,"Wi-Fi,点唱机,店内参观,礼品卡"
北京市,北京市,四季青桥,西四环北路117号北京欧尚超市F1、B1,"Wi-Fi,礼品卡"
北京市,北京市,亦庄,北京经济开发区西环北路18号F1＋F2,"Wi-Fi,礼品卡,手机点餐"
北京市,北京市,石园南大街,通顺路石园西区南侧北京顺义西单商场石园分店一层、二层部分,"24小时,Wi-Fi,店内参观,礼品卡,手机点餐"
北京市,北京市,北京南站,北京南站候车大厅B岛201号,"Wi-Fi,礼品卡"
北京市,北京市,巴沟,巴沟路2号北京华联万柳购物中心一层,"Wi-Fi,礼品卡"
北京市,北京市,北京肯德基有限公司国瑞城,崇文区崇外大街18号G层--国瑞城中心地下一层（主出入口在一层）,"点唱机,礼品卡"
北京市,北京市,欢乐谷,南磨房乡小武基北路北京欢乐谷内欢乐时光区一层,礼品卡
北京市,北京市,亦庄沃尔玛,经济技术开发区文化园东路6号北京经开汇展中心1-2层,"Wi-Fi,店内参观,礼品卡"
北京市,北京市,北京站Select,北京火车站候车大厅一层西侧原商务中心,"精选店,礼品卡"
北京市,北京市,通州北苑华联,杨庄北里五十二号天时名苑小区十四号楼北京华联南侧一层,"Wi-Fi,店内参观,礼品卡"
北京市,北京市,西环嘉茂,北京北站旁 凯德mall负一层,"Wi-Fi,店内参观,礼品卡"
山东省,日照市,日照银座餐厅,北京路中段（咨询电话17663309003）,"Wi-Fi,店内参观,礼品卡"
湖北省,荆州市,荆州月亮湾,沙市中商百货一楼北京路中路173号,"点唱机,礼品卡"
福建省,福州市,金山,建新镇金山大道100号北京金山05店面,"Wi-Fi,点唱机,店内参观,礼品卡"
北京市,北京市,北京南站三,北京南站地下一层南大门内东侧场地快速进站口3与快速进站口4中间,礼品卡
北京市,北京市,北京南站六,北京南站二层旅客出发层西南角（23B检票口）旁,礼品卡
北京市,北京市,北京站广场二,北京站进站口西侧前廊下,"24小时,礼品卡"
北京市,北京市,马坡汽车穿梭,马坡镇顺城大街29号北京乡村乐园一层,"Wi-Fi,店内参观,礼品卡"
北京市,北京市,新城外城DT,南四环成寿寺路308号北京城外诚家居广场停车广场,"24小时,Wi-Fi,店内参观,礼品卡"
新疆,乌鲁木齐市,铁路,北京南路895号电话3822695,"点唱机,礼品卡"
新疆,乌鲁木齐市,苏州路,北京南路28号家乐福苏州路购物中心一层肯德基餐厅,"Wi-Fi,点唱机,店内参观,礼品卡"
内蒙古,呼和浩特市,蒙苑,兴安北路169号北京华联一层,"Wi-Fi,点唱机,店内参观,礼品卡"
甘肃省,兰州市,南昌,南昌路982号新北京华联一层,"Wi-Fi,店内参观,礼品卡"
江苏省,南京市,金利,新华路138号鑫乐广场（北京华联超市旁）,"Wi-Fi,店内参观,礼品卡,手机点餐"
安徽省,芜湖市,芜湖营盘山路,北京东路与营盘山路交叉口大润发超市一楼,"24小时,Wi-Fi,店内参观,礼品卡"
江苏省,淮安市,南京肯德基有限公司淮安北京路苏果,清河区北京新村五区新苑逸城,"24小时,Wi-Fi,店内参观,礼品卡"
贵州省,贵阳市,金阳82266155,金阳新区北京西路金源时代购物中心一层,"24小时,Wi-Fi,点唱机,店内参观,礼品卡,手机点餐"
贵州省,遵义市,国酒路,仁怀市中枢镇酒都新区国酒大道超一时代广场一楼北京华联旁,"24小时,Wi-Fi,点唱机,礼品卡"
云南省,昆明市,白云,北京路延长线大白庙村家乐福超市一楼,"24小时,Wi-Fi,点唱机,礼品卡"
云南省,昆明市,北辰,北京路延长线财富中心E栋,"24小时,Wi-Fi,礼品卡"
广西,北海市,购物广场,北海大道与北京路交汇处北海城购物广场首层,"24小时,Wi-Fi,点唱机,店内参观,礼品卡"
新疆,博乐市,博乐友好,北京路与新华路交汇处友好购物中心肯德基餐厅,"Wi-Fi,店内参观,礼品卡"
江西省,南昌市,梦时代,北京东路308号恒茂梦时代国际广场三号楼一层,"Wi-Fi,点唱机,店内参观,礼品卡"
江苏省,淮安市,南京肯德基有限公司洪泽大润发,洪泽县北京路与建设路交汇处,"店内参观,礼品卡"
江苏省,淮安市,南京肯德基有限公司淮阴时代,北京东路和淮海北路交汇处,"24小时,Wi-Fi,店内参观,礼品卡"
江西省,南昌市,洪城大厦,西湖区北京西路156号一层洪城大厦肯德基,"Wi-Fi,点唱机,礼品卡"
新疆,乌鲁木齐市,福润德餐厅,北京南路433号大寨沟福润德一楼肯德基餐厅,"Wi-Fi,点唱机,店内参观,礼品卡"
新疆,伊犁哈萨克自治州,奎屯友好餐厅,飞鸿里北京东路3栋友好时尚购物中心1-2层,
江苏省,徐州市,南京肯德基有限公司徐州泉山大润发,泉山区北京路与欣欣路交叉口,"Wi-Fi,点唱机,店内参观"
北京市,北京市,大兴龙湖,龙湖北京大兴天街商业楼三层3F-10a铺位,"Wi-Fi,店内参观"
江苏省,徐州市,南京肯德基有限公司徐州铜山万达,北京北路19号,"24小时,点唱机,店内参观"
北京市,北京市,西站南广场二号,北京西客站南站房东附楼一层105号铺位、104铺位和二层204铺位,"Wi-Fi,点唱机"
宁夏,银川市,银川悦海,尹家渠街东侧、枕水路南侧北京华联悦海新天地购物中心一层,"Wi-Fi,点唱机,手机点餐"
湖北省,十堰市,万达电话18571740284,发展大道与北京路延长线交汇处,"Wi-Fi,点唱机,店内参观"
宁夏,银川市,银川新华联,通达北街以西北京路以北新华联广场1层、4层,"Wi-Fi,手机点餐"
河北省,沧州市,沧州高铁站,北京路西端头高铁站候车大厅二楼,"Wi-Fi,点唱机"
广西,北海市,北海宁春城,北京路西、西南大道北和安.宁春城一期,"24小时,Wi-Fi,点唱机,店内参观"
北京市,北京市,北京肯德基有限公司人才大厦,丰台东路58号院1号楼1层102号商铺,高铁店
江苏省,泰州市,宣堡服务区北,宣堡北052381560366(往北京方向),Wi-Fi
广东省,广州市,北京路天河城（原仰忠汇）,越秀区北京路168号二层自编B201/L201号铺,"Wi-Fi,点唱机,店内参观"
北京市,北京市,北京肯德基有限公司紫码路餐厅,阎村镇乐活家园45号楼一层109号商铺、二层109号商铺、二层108号商铺,"24小时,Wi-Fi,店内参观"
河北省,唐山市,肯德基精选1（北京方向）,电话：0315-6561129，,"Wi-Fi,精选店"
广东省,茂名市,橘洲一号,北京东三路18号橘洲一号（2栋负一楼商铺）首层,"24小时,Wi-Fi,点唱机,店内参观"
湖北省,十堰市,十堰远洋国际,五堰街办北京北路83A号1幢2-1,"Wi-Fi,点唱机"
